TIGRFAM,ROLE_ID,SubRole,MainRole
TIGR02843,112,Electron transport,Energy metabolism
TIGR02844,261,DNA interactions,Regulatory functions
TIGR02844,705,Sporulation and germination,Cellular processes
TIGR02845,705,Sporulation and germination,Cellular processes
TIGR02846,165,Transcription factors,Transcription
TIGR02846,705,Sporulation and germination,Cellular processes
TIGR02847,112,Electron transport,Energy metabolism
TIGR02848,705,Sporulation and germination,Cellular processes
TIGR02849,705,Sporulation and germination,Cellular processes
TIGR02850,165,Transcription factors,Transcription
TIGR02850,705,Sporulation and germination,Cellular processes
TIGR02851,261,DNA interactions,Regulatory functions
TIGR02851,705,Sporulation and germination,Cellular processes
TIGR02852,705,Sporulation and germination,Cellular processes
TIGR02853,705,Sporulation and germination,Cellular processes
TIGR02854,705,Sporulation and germination,Cellular processes
TIGR02855,705,Sporulation and germination,Cellular processes
TIGR02856,705,Sporulation and germination,Cellular processes
TIGR02858,705,Sporulation and germination,Cellular processes
TIGR02859,165,Transcription factors,Transcription
TIGR02859,705,Sporulation and germination,Cellular processes
TIGR02860,705,Sporulation and germination,Cellular processes
TIGR02861,705,Sporulation and germination,Cellular processes
TIGR02862,705,Sporulation and germination,Cellular processes
TIGR02863,705,Sporulation and germination,Cellular processes
TIGR02864,705,Sporulation and germination,Cellular processes
TIGR02865,705,Sporulation and germination,Cellular processes
TIGR02866,112,Electron transport,Energy metabolism
TIGR02867,705,Sporulation and germination,Cellular processes
TIGR02869,705,Sporulation and germination,Cellular processes
TIGR02870,705,Sporulation and germination,Cellular processes
TIGR02871,705,Sporulation and germination,Cellular processes
TIGR02872,705,Sporulation and germination,Cellular processes
TIGR02873,105,Biosynthesis and degradation of polysaccharides,Energy metabolism
TIGR02873,705,Sporulation and germination,Cellular processes
TIGR02874,705,Sporulation and germination,Cellular processes
TIGR02875,705,Sporulation and germination,Cellular processes
TIGR02876,705,Sporulation and germination,Cellular processes
TIGR02877,705,Sporulation and germination,Cellular processes
TIGR02878,705,Sporulation and germination,Cellular processes
TIGR02881,705,Sporulation and germination,Cellular processes
TIGR02882,112,Electron transport,Energy metabolism
TIGR02883,89,Biosynthesis and degradation of murein sacculus and peptidoglycan,Cell envelope
TIGR02883,705,Sporulation and germination,Cellular processes
TIGR02884,89,Biosynthesis and degradation of murein sacculus and peptidoglycan,Cell envelope
TIGR02884,705,Sporulation and germination,Cellular processes
TIGR02885,165,Transcription factors,Transcription
TIGR02885,705,Sporulation and germination,Cellular processes
TIGR02886,263,Protein interactions,Regulatory functions
TIGR02886,705,Sporulation and germination,Cellular processes
TIGR02887,142,"Amino acids, peptides and amines",Transport and binding proteins
TIGR02887,705,Sporulation and germination,Cellular processes
TIGR02888,705,Sporulation and germination,Cellular processes
TIGR02889,705,Sporulation and germination,Cellular processes
TIGR02890,157,General,Unknown function
TIGR02891,112,Electron transport,Energy metabolism
TIGR02892,705,Sporulation and germination,Cellular processes
TIGR02893,705,Sporulation and germination,Cellular processes
TIGR02894,261,DNA interactions,Regulatory functions
TIGR02894,705,Sporulation and germination,Cellular processes
TIGR02895,165,Transcription factors,Transcription
TIGR02895,705,Sporulation and germination,Cellular processes
TIGR02896,705,Sporulation and germination,Cellular processes
TIGR02897,112,Electron transport,Energy metabolism
TIGR02898,705,Sporulation and germination,Cellular processes
TIGR02899,705,Sporulation and germination,Cellular processes
TIGR02900,705,Sporulation and germination,Cellular processes
TIGR02901,112,Electron transport,Energy metabolism
TIGR02902,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR02902,705,Sporulation and germination,Cellular processes
TIGR02903,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR02903,705,Sporulation and germination,Cellular processes
TIGR02904,705,Sporulation and germination,Cellular processes
TIGR02905,705,Sporulation and germination,Cellular processes
TIGR02906,705,Sporulation and germination,Cellular processes
TIGR02907,705,Sporulation and germination,Cellular processes
TIGR02908,112,Electron transport,Energy metabolism
TIGR02910,106,Sulfur metabolism,Central intermediary metabolism
TIGR02911,106,Sulfur metabolism,Central intermediary metabolism
TIGR02912,106,Sulfur metabolism,Central intermediary metabolism
TIGR02914,141,Unknown substrate,Transport and binding proteins
TIGR02915,261,DNA interactions,Regulatory functions
TIGR02916,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02916,699,Two-component systems,Signal transduction
TIGR02918,140,Protein modification and repair,Protein fate
TIGR02919,140,Protein modification and repair,Protein fate
TIGR02920,97,Protein and peptide secretion and trafficking,Protein fate
TIGR02922,156,Conserved,Hypothetical proteins
TIGR02924,120,TCA cycle,Energy metabolism
TIGR02928,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR02929,179,Nitrogen fixation,Central intermediary metabolism
TIGR02930,179,Nitrogen fixation,Central intermediary metabolism
TIGR02931,179,Nitrogen fixation,Central intermediary metabolism
TIGR02932,179,Nitrogen fixation,Central intermediary metabolism
TIGR02933,179,Nitrogen fixation,Central intermediary metabolism
TIGR02935,179,Nitrogen fixation,Central intermediary metabolism
TIGR02936,179,Nitrogen fixation,Central intermediary metabolism
TIGR02938,179,Nitrogen fixation,Central intermediary metabolism
TIGR02938,263,Protein interactions,Regulatory functions
TIGR02944,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR02944,261,DNA interactions,Regulatory functions
TIGR02945,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR02946,703,Enzymes of unknown specificity,Unknown function
TIGR02949,165,Transcription factors,Transcription
TIGR02956,699,Two-component systems,Signal transduction
TIGR02961,122,Other,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR02961,184,Other,Energy metabolism
TIGR02962,122,Other,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR02963,122,Other,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR02964,95,Protein folding and stabilization,Protein fate
TIGR02964,122,Other,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR02965,122,Other,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR02966,699,Two-component systems,Signal transduction
TIGR02967,122,Other,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR02968,120,TCA cycle,Energy metabolism
TIGR02970,120,TCA cycle,Energy metabolism
TIGR02972,110,Anaerobic,Energy metabolism
TIGR02973,110,Anaerobic,Energy metabolism
TIGR02973,112,Electron transport,Energy metabolism
TIGR02974,261,DNA interactions,Regulatory functions
TIGR02975,149,Adaptations to atypical conditions,Cellular processes
TIGR02976,149,Adaptations to atypical conditions,Cellular processes
TIGR02977,149,Adaptations to atypical conditions,Cellular processes
TIGR02978,149,Adaptations to atypical conditions,Cellular processes
TIGR02979,149,Adaptations to atypical conditions,Cellular processes
TIGR02986,183,Restriction/modification,DNA metabolism
TIGR02987,183,Restriction/modification,DNA metabolism
TIGR02988,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR02995,142,"Amino acids, peptides and amines",Transport and binding proteins
TIGR02998,134,Degradation of RNA,Transcription
TIGR02998,263,Protein interactions,Regulatory functions
TIGR03002,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR03002,147,Other,Transport and binding proteins
TIGR03006,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR03007,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR03008,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR03009,156,Conserved,Hypothetical proteins
TIGR03010,168,tRNA and rRNA base modification,Protein synthesis
TIGR03011,168,tRNA and rRNA base modification,Protein synthesis
TIGR03012,168,tRNA and rRNA base modification,Protein synthesis
TIGR03015,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03019,157,General,Unknown function
TIGR03021,91,Surface structures,Cell envelope
TIGR03027,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR03031,719,NA,NA
TIGR03032,156,Conserved,Hypothetical proteins
TIGR03034,156,Conserved,Hypothetical proteins
TIGR03035,109,Amino acids and amines,Energy metabolism
TIGR03036,109,Amino acids and amines,Energy metabolism
TIGR03038,164,Photosynthesis,Energy metabolism
TIGR03039,164,Photosynthesis,Energy metabolism
TIGR03041,164,Photosynthesis,Energy metabolism
TIGR03042,164,Photosynthesis,Energy metabolism
TIGR03043,164,Photosynthesis,Energy metabolism
TIGR03044,164,Photosynthesis,Energy metabolism
TIGR03045,164,Photosynthesis,Energy metabolism
TIGR03046,164,Photosynthesis,Energy metabolism
TIGR03047,164,Photosynthesis,Energy metabolism
TIGR03048,164,Photosynthesis,Energy metabolism
TIGR03049,164,Photosynthesis,Energy metabolism
TIGR03052,164,Photosynthesis,Energy metabolism
TIGR03053,164,Photosynthesis,Energy metabolism
TIGR03054,164,Photosynthesis,Energy metabolism
TIGR03055,164,Photosynthesis,Energy metabolism
TIGR03056,164,Photosynthesis,Energy metabolism
TIGR03058,164,Photosynthesis,Energy metabolism
TIGR03060,164,Photosynthesis,Energy metabolism
TIGR03064,88,Other,Cell envelope
TIGR03064,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03066,156,Conserved,Hypothetical proteins
TIGR03067,157,General,Unknown function
TIGR03069,164,Photosynthesis,Energy metabolism
TIGR03070,261,DNA interactions,Regulatory functions
TIGR03072,169,Translation factors,Protein synthesis
TIGR03073,136,Other,Protein synthesis
TIGR03076,157,General,Unknown function
TIGR03084,156,Conserved,Hypothetical proteins
TIGR03085,156,Conserved,Hypothetical proteins
TIGR03090,705,Sporulation and germination,Cellular processes
TIGR03091,705,Sporulation and germination,Cellular processes
TIGR03092,705,Sporulation and germination,Cellular processes
TIGR03093,705,Sporulation and germination,Cellular processes
TIGR03094,112,Electron transport,Energy metabolism
TIGR03095,112,Electron transport,Energy metabolism
TIGR03096,112,Electron transport,Energy metabolism
TIGR03107,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR03114,719,NA,NA
TIGR03115,719,NA,NA
TIGR03116,719,NA,NA
TIGR03117,719,NA,NA
TIGR03118,156,Conserved,Hypothetical proteins
TIGR03119,698,One-carbon metabolism,Central intermediary metabolism
TIGR03120,698,One-carbon metabolism,Central intermediary metabolism
TIGR03123,698,One-carbon metabolism,Central intermediary metabolism
TIGR03124,114,Fermentation,Energy metabolism
TIGR03124,140,Protein modification and repair,Protein fate
TIGR03125,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03125,114,Fermentation,Energy metabolism
TIGR03132,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03135,184,Other,Energy metabolism
TIGR03136,145,Cations and iron carrying compounds,Transport and binding proteins
TIGR03137,96,Detoxification,Cellular processes
TIGR03137,149,Adaptations to atypical conditions,Cellular processes
TIGR03138,166,RNA processing,Transcription
TIGR03140,96,Detoxification,Cellular processes
TIGR03140,149,Adaptations to atypical conditions,Cellular processes
TIGR03142,95,Protein folding and stabilization,Protein fate
TIGR03142,112,Electron transport,Energy metabolism
TIGR03144,112,Electron transport,Energy metabolism
TIGR03144,140,Protein modification and repair,Protein fate
TIGR03146,112,Electron transport,Energy metabolism
TIGR03147,112,Electron transport,Energy metabolism
TIGR03148,112,Electron transport,Energy metabolism
TIGR03149,112,Electron transport,Energy metabolism
TIGR03150,176,Biosynthesis,Fatty acid and phospholipid metabolism
TIGR03152,112,Electron transport,Energy metabolism
TIGR03153,112,Electron transport,Energy metabolism
TIGR03156,157,General,Unknown function
TIGR03157,719,NA,NA
TIGR03158,719,NA,NA
TIGR03159,719,NA,NA
TIGR03160,79,"Heme, porphyrin, and cobalamin","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03161,79,"Heme, porphyrin, and cobalamin","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03162,79,"Heme, porphyrin, and cobalamin","Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03167,168,tRNA and rRNA base modification,Protein synthesis
TIGR03170,188,Chemotaxis and motility,Cellular processes
TIGR03172,157,General,Unknown function
TIGR03174,719,NA,NA
TIGR03176,160,Nitrogen metabolism,Central intermediary metabolism
TIGR03181,118,Pyruvate dehydrogenase,Energy metabolism
TIGR03182,118,Pyruvate dehydrogenase,Energy metabolism
TIGR03183,183,Restriction/modification,DNA metabolism
TIGR03184,183,Restriction/modification,DNA metabolism
TIGR03185,183,Restriction/modification,DNA metabolism
TIGR03188,161,Histidine family,Amino acid biosynthesis
TIGR03197,168,tRNA and rRNA base modification,Protein synthesis
TIGR03211,184,Other,Energy metabolism
TIGR03213,184,Other,Energy metabolism
TIGR03216,184,Other,Energy metabolism
TIGR03217,184,Other,Energy metabolism
TIGR03218,184,Other,Energy metabolism
TIGR03221,184,Other,Energy metabolism
TIGR03224,184,Other,Energy metabolism
TIGR03225,184,Other,Energy metabolism
TIGR03228,109,Amino acids and amines,Energy metabolism
TIGR03229,184,Other,Energy metabolism
TIGR03231,109,Amino acids and amines,Energy metabolism
TIGR03233,183,Restriction/modification,DNA metabolism
TIGR03235,183,Restriction/modification,DNA metabolism
TIGR03236,183,Restriction/modification,DNA metabolism
TIGR03237,183,Restriction/modification,DNA metabolism
TIGR03238,183,Restriction/modification,DNA metabolism
TIGR03240,109,Amino acids and amines,Energy metabolism
TIGR03241,109,Amino acids and amines,Energy metabolism
TIGR03242,109,Amino acids and amines,Energy metabolism
TIGR03244,109,Amino acids and amines,Energy metabolism
TIGR03246,109,Amino acids and amines,Energy metabolism
TIGR03252,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR03253,96,Detoxification,Cellular processes
TIGR03254,96,Detoxification,Cellular processes
TIGR03256,159,Methanogenesis,Energy metabolism
TIGR03257,159,Methanogenesis,Energy metabolism
TIGR03259,159,Methanogenesis,Energy metabolism
TIGR03260,159,Methanogenesis,Energy metabolism
TIGR03261,142,"Amino acids, peptides and amines",Transport and binding proteins
TIGR03262,142,"Amino acids, peptides and amines",Transport and binding proteins
TIGR03263,124,Nucleotide and nucleoside interconversions,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR03264,159,Methanogenesis,Energy metabolism
TIGR03265,142,"Amino acids, peptides and amines",Transport and binding proteins
TIGR03267,159,Methanogenesis,Energy metabolism
TIGR03268,159,Methanogenesis,Energy metabolism
TIGR03269,159,Methanogenesis,Energy metabolism
TIGR03270,159,Methanogenesis,Energy metabolism
TIGR03271,159,Methanogenesis,Energy metabolism
TIGR03272,159,Methanogenesis,Energy metabolism
TIGR03281,159,Methanogenesis,Energy metabolism
TIGR03282,159,Methanogenesis,Energy metabolism
TIGR03283,123,2'-Deoxyribonucleotide metabolism,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR03284,123,2'-Deoxyribonucleotide metabolism,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR03285,159,Methanogenesis,Energy metabolism
TIGR03286,159,Methanogenesis,Energy metabolism
TIGR03287,159,Methanogenesis,Energy metabolism
TIGR03291,159,Methanogenesis,Energy metabolism
TIGR03298,94,Toxin production and resistance,Cellular processes
TIGR03298,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR03298,261,DNA interactions,Regulatory functions
TIGR03299,708,Other,Mobile and extrachromosomal element functions
TIGR03300,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03302,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03303,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03311,122,Other,"Purines, pyrimidines, nucleosides, and nucleotides"
TIGR03317,168,tRNA and rRNA base modification,Protein synthesis
TIGR03318,157,General,Unknown function
TIGR03319,134,Degradation of RNA,Transcription
TIGR03326,119,Sugars,Energy metabolism
TIGR03328,71,Aspartate family,Amino acid biosynthesis
TIGR03330,104,Polyamine biosynthesis,Central intermediary metabolism
TIGR03331,104,Polyamine biosynthesis,Central intermediary metabolism
TIGR03332,71,Aspartate family,Amino acid biosynthesis
TIGR03332,106,Sulfur metabolism,Central intermediary metabolism
TIGR03333,71,Aspartate family,Amino acid biosynthesis
TIGR03333,106,Sulfur metabolism,Central intermediary metabolism
TIGR03335,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03335,159,Methanogenesis,Energy metabolism
TIGR03337,261,DNA interactions,Regulatory functions
TIGR03339,261,DNA interactions,Regulatory functions
TIGR03341,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03344,187,Pathogenesis,Cellular processes
TIGR03345,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03345,187,Pathogenesis,Cellular processes
TIGR03346,95,Protein folding and stabilization,Protein fate
TIGR03347,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03347,187,Pathogenesis,Cellular processes
TIGR03348,187,Pathogenesis,Cellular processes
TIGR03349,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03349,187,Pathogenesis,Cellular processes
TIGR03350,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03350,187,Pathogenesis,Cellular processes
TIGR03352,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03352,187,Pathogenesis,Cellular processes
TIGR03353,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03353,187,Pathogenesis,Cellular processes
TIGR03354,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03354,187,Pathogenesis,Cellular processes
TIGR03355,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03355,187,Pathogenesis,Cellular processes
TIGR03358,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03358,187,Pathogenesis,Cellular processes
TIGR03362,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03362,187,Pathogenesis,Cellular processes
TIGR03365,168,tRNA and rRNA base modification,Protein synthesis
TIGR03367,168,tRNA and rRNA base modification,Protein synthesis
TIGR03368,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR03369,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR03371,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR03372,104,Polyamine biosynthesis,Central intermediary metabolism
TIGR03373,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03373,187,Pathogenesis,Cellular processes
TIGR03375,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03375,187,Pathogenesis,Cellular processes
TIGR03377,110,Anaerobic,Energy metabolism
TIGR03378,110,Anaerobic,Energy metabolism
TIGR03379,110,Anaerobic,Energy metabolism
TIGR03380,104,Polyamine biosynthesis,Central intermediary metabolism
TIGR03381,104,Polyamine biosynthesis,Central intermediary metabolism
TIGR03383,102,Other,Central intermediary metabolism
TIGR03384,261,DNA interactions,Regulatory functions
TIGR03385,96,Detoxification,Cellular processes
TIGR03391,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03392,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03393,102,Other,Central intermediary metabolism
TIGR03395,187,Pathogenesis,Cellular processes
TIGR03396,187,Pathogenesis,Cellular processes
TIGR03399,166,RNA processing,Transcription
TIGR03406,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03407,142,"Amino acids, peptides and amines",Transport and binding proteins
TIGR03408,142,"Amino acids, peptides and amines",Transport and binding proteins
TIGR03409,142,"Amino acids, peptides and amines",Transport and binding proteins
TIGR03410,142,"Amino acids, peptides and amines",Transport and binding proteins
TIGR03411,142,"Amino acids, peptides and amines",Transport and binding proteins
TIGR03412,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03413,96,Detoxification,Cellular processes
TIGR03414,142,"Amino acids, peptides and amines",Transport and binding proteins
TIGR03415,142,"Amino acids, peptides and amines",Transport and binding proteins
TIGR03419,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03420,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR03421,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03423,89,Biosynthesis and degradation of murein sacculus and peptidoglycan,Cell envelope
TIGR03426,89,Biosynthesis and degradation of murein sacculus and peptidoglycan,Cell envelope
TIGR03427,141,Unknown substrate,Transport and binding proteins
TIGR03432,703,Enzymes of unknown specificity,Unknown function
TIGR03433,261,DNA interactions,Regulatory functions
TIGR03438,86,Glutathione and analogs,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03440,86,Glutathione and analogs,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03441,147,Other,Transport and binding proteins
TIGR03442,86,Glutathione and analogs,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03444,86,Glutathione and analogs,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03445,96,Detoxification,Cellular processes
TIGR03446,96,Detoxification,Cellular processes
TIGR03447,86,Glutathione and analogs,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03448,86,Glutathione and analogs,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03451,96,Detoxification,Cellular processes
TIGR03453,186,Plasmid functions,Mobile and extrachromosomal element functions
TIGR03454,186,Plasmid functions,Mobile and extrachromosomal element functions
TIGR03457,102,Other,Central intermediary metabolism
TIGR03461,78,Folic acid,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03475,186,Plasmid functions,Mobile and extrachromosomal element functions
TIGR03477,112,Electron transport,Energy metabolism
TIGR03478,110,Anaerobic,Energy metabolism
TIGR03478,112,Electron transport,Energy metabolism
TIGR03483,93,Cell division,Cellular processes
TIGR03485,719,NA,NA
TIGR03486,719,NA,NA
TIGR03487,719,NA,NA
TIGR03488,719,NA,NA
TIGR03489,719,NA,NA
TIGR03493,90,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Cell envelope
TIGR03496,188,Chemotaxis and motility,Cellular processes
TIGR03497,188,Chemotaxis and motility,Cellular processes
TIGR03499,188,Chemotaxis and motility,Cellular processes
TIGR03507,112,Electron transport,Energy metabolism
TIGR03509,112,Electron transport,Energy metabolism
TIGR03510,157,General,Unknown function
TIGR03511,188,Chemotaxis and motility,Cellular processes
TIGR03512,188,Chemotaxis and motility,Cellular processes
TIGR03513,188,Chemotaxis and motility,Cellular processes
TIGR03531,137,tRNA aminoacylation,Protein synthesis
TIGR03533,158,Ribosomal proteins: synthesis and modification,Protein synthesis
TIGR03534,140,Protein modification and repair,Protein fate
TIGR03550,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03551,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03552,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03553,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03554,117,Pentose phosphate pathway,Energy metabolism
TIGR03555,159,Methanogenesis,Energy metabolism
TIGR03556,132,"DNA replication, recombination, and repair",DNA metabolism
TIGR03557,703,Enzymes of unknown specificity,Unknown function
TIGR03558,703,Enzymes of unknown specificity,Unknown function
TIGR03559,703,Enzymes of unknown specificity,Unknown function
TIGR03560,703,Enzymes of unknown specificity,Unknown function
TIGR03561,96,Detoxification,Cellular processes
TIGR03562,96,Detoxification,Cellular processes
TIGR03564,703,Enzymes of unknown specificity,Unknown function
TIGR03565,106,Sulfur metabolism,Central intermediary metabolism
TIGR03567,106,Sulfur metabolism,Central intermediary metabolism
TIGR03571,703,Enzymes of unknown specificity,Unknown function
TIGR03574,137,tRNA aminoacylation,Protein synthesis
TIGR03576,703,Enzymes of unknown specificity,Unknown function
TIGR03577,156,Conserved,Hypothetical proteins
TIGR03578,156,Conserved,Hypothetical proteins
TIGR03580,157,General,Unknown function
TIGR03581,156,Conserved,Hypothetical proteins
TIGR03582,157,General,Unknown function
TIGR03583,156,Conserved,Hypothetical proteins
TIGR03591,134,Degradation of RNA,Transcription
TIGR03592,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03593,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03594,136,Other,Protein synthesis
TIGR03596,136,Other,Protein synthesis
TIGR03597,136,Other,Protein synthesis
TIGR03598,136,Other,Protein synthesis
TIGR03600,152,Prophage functions,Mobile and extrachromosomal element functions
TIGR03601,94,Toxin production and resistance,Cellular processes
TIGR03602,94,Toxin production and resistance,Cellular processes
TIGR03603,187,Pathogenesis,Cellular processes
TIGR03607,157,General,Unknown function
TIGR03608,94,Toxin production and resistance,Cellular processes
TIGR03608,141,Unknown substrate,Transport and binding proteins
TIGR03609,91,Surface structures,Cell envelope
TIGR03609,97,Protein and peptide secretion and trafficking,Protein fate
TIGR03612,703,Enzymes of unknown specificity,Unknown function
TIGR03617,703,Enzymes of unknown specificity,Unknown function
TIGR03618,703,Enzymes of unknown specificity,Unknown function
TIGR03619,703,Enzymes of unknown specificity,Unknown function
TIGR03620,703,Enzymes of unknown specificity,Unknown function
TIGR03621,703,Enzymes of unknown specificity,Unknown function
TIGR03624,157,General,Unknown function
TIGR03626,158,Ribosomal proteins: synthesis and modification,Protein synthesis
TIGR03627,158,Ribosomal proteins: synthesis and modification,Protein synthesis
TIGR03628,158,Ribosomal proteins: synthesis and modification,Protein synthesis
TIGR03629,158,Ribosomal proteins: synthesis and modification,Protein synthesis
TIGR03630,158,Ribosomal proteins: synthesis and modification,Protein synthesis
TIGR03631,158,Ribosomal proteins: synthesis and modification,Protein synthesis
TIGR03632,158,Ribosomal proteins: synthesis and modification,Protein synthesis
TIGR03633,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR03634,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR03635,158,Ribosomal proteins: synthesis and modification,Protein synthesis
TIGR03636,158,Ribosomal proteins: synthesis and modification,Protein synthesis
TIGR03637,719,NA,NA
TIGR03638,719,NA,NA
TIGR03639,719,NA,NA
TIGR03640,719,NA,NA
TIGR03641,719,NA,NA
TIGR03642,719,NA,NA
TIGR03643,156,Conserved,Hypothetical proteins
TIGR03647,141,Unknown substrate,Transport and binding proteins
TIGR03650,94,Toxin production and resistance,Cellular processes
TIGR03651,94,Toxin production and resistance,Cellular processes
TIGR03652,76,Other,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03653,158,Ribosomal proteins: synthesis and modification,Protein synthesis
TIGR03654,158,Ribosomal proteins: synthesis and modification,Protein synthesis
TIGR03655,152,Prophage functions,Mobile and extrachromosomal element functions
TIGR03655,183,Restriction/modification,DNA metabolism
TIGR03660,187,Pathogenesis,Cellular processes
TIGR03661,187,Pathogenesis,Cellular processes
TIGR03666,703,Enzymes of unknown specificity,Unknown function
TIGR03667,703,Enzymes of unknown specificity,Unknown function
TIGR03668,703,Enzymes of unknown specificity,Unknown function
TIGR03669,142,"Amino acids, peptides and amines",Transport and binding proteins
TIGR03676,169,Translation factors,Protein synthesis
TIGR03686,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR03687,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR03688,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR03689,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR03690,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR03691,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR03692,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR03693,94,Toxin production and resistance,Cellular processes
TIGR03695,81,Menaquinone and ubiquinone,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03697,261,DNA interactions,Regulatory functions
TIGR03698,138,"Degradation of proteins, peptides, and glycopeptides",Protein fate
TIGR03699,81,Menaquinone and ubiquinone,"Biosynthesis of cofactors, prosthetic groups, and carriers"
TIGR03700,81,Menaquinone and ubiquinone,"Biosynthesis of cofactors, prosthetic groups, and carriers"
