Species,Healthy_Median,Healthy_Distribution,CRC_Median,CRC_Distribution,Test,Test_Statistic,P_Value,Correction_Performed,Corrected_Pvalue,Reject
Cetobacterium_somerae,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8250.0,0.0015958929790638528,fdr_bh,0.003074241432757563,True
Anaerococcus_mediterraneensis,-3.2241424755815675,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8246.0,0.0016379321795626817,fdr_bh,0.0031463104014198403,True
Providencia_rustigianii,-3.252320373275312,Not Normally Distributed,-3.5697487626675315,Not Normally Distributed,Mann-Whitney U Test,8246.0,0.0016379321795626817,fdr_bh,0.0031463104014198403,True
Tropheryma_whipplei,-3.2375871806589256,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8245.0,0.0016486000232779924,fdr_bh,0.0031623357287137795,True
Propionimicrobium_sp_Marseille-P3275,-3.211477340154312,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8244.0,0.001659331766639757,fdr_bh,0.003173967936188565,True
Serratia_sp_P2ACOL2,-3.2241424755815675,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8244.0,0.001659331766639757,fdr_bh,0.003173967936188565,True
Enterobacter_cloacae_complex_sp_FDA-CDC-AR_0132,-3.0787114530780624,Not Normally Distributed,-3.3768388783081242,Not Normally Distributed,Mann-Whitney U Test,8241.0,0.001691913841375366,fdr_bh,0.003231745539705755,True
Peptoniphilus_harei,-3.1836515390750915,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8238.0,0.0017250834885691553,fdr_bh,0.0032904818295288233,True
Fusobacterium_gonidiaformans,-3.2375871806589256,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8235.0,0.0017588502099493226,fdr_bh,0.0033501908760939477,True
Corynebacterium_pseudodiphtheriticum,-3.2241424755815675,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8234.0,0.0017702401281526987,fdr_bh,0.0033671700339687693,True
Necropsobacter_massiliensis,-3.218692010395868,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8230.0,0.001816481136446445,fdr_bh,0.00345029936531727,True
Peptostreptococcaceae_bacterium_oral_taxon_929,-3.1622668000097534,Not Normally Distributed,-3.4034055690547618,Not Normally Distributed,Mann-Whitney U Test,8227.0,0.0018518875168532316,fdr_bh,0.003512645778131653,True
Negativicoccus_massiliensis,-3.2241424755815675,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8224.0,0.0018879269512513288,fdr_bh,0.0035760176235401214,True
Kallipyga_gabonensis,-3.2375871806589256,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8218.0,0.001961945640607113,fdr_bh,0.0037110515594237464,True
Yersinia_enterocolitica,-3.218140623353655,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8217.0,0.0019745380043066575,fdr_bh,0.0037296828970236865,True
Mobilibacterium_timonense,-3.2375871806589256,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8210.0,0.0020647827624466473,fdr_bh,0.00389473586259007,True
Enterobacteriaceae_bacterium_ENNIH1,-3.2241424755815675,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8208.0,0.0020912532997758274,fdr_bh,0.003939202891544495,True
Citrobacter_freundii,-2.9777984198368195,Not Normally Distributed,-3.340764039436026,Not Normally Distributed,Mann-Whitney U Test,8207.0,0.0021046049623384454,fdr_bh,0.003958869638700257,True
Peptoniphilus_obesi,-3.2375871806589256,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8206.0,0.002118034762664437,fdr_bh,0.003978628835944246,True
Fenollaria_massiliensis,-3.1663282973098266,Not Normally Distributed,-3.4034055690547618,Not Normally Distributed,Mann-Whitney U Test,8205.0,0.002131543109396391,fdr_bh,0.003998480867281506,True
Caecibacter_massiliensis,-3.0462448821548076,Not Normally Distributed,-3.3548604019003587,Not Normally Distributed,Mann-Whitney U Test,8202.0,0.002172543541831395,fdr_bh,0.0040697785356621176,True
Bacteroides_luti,-3.211477340154312,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8199.0,0.002214265778739711,fdr_bh,0.004142230342621743,True
Treponema_succinifaciens,-3.211477340154312,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8197.0,0.0022424871953367477,fdr_bh,0.004189261793486232,True
Pseudoramibacter_alactolyticus,-3.218692010395868,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8196.0,0.0022567211514357708,fdr_bh,0.004204302419113217,True
Paraclostridium_bifermentans,-3.218140623353655,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8196.0,0.0022567211514357708,fdr_bh,0.004204302419113217,True
Desulfobulbus_oralis,-3.218692010395868,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8194.0,0.002285437694991543,fdr_bh,0.00425197710696101,True
Desulfovibrio_cuneatus,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8192.0,0.002314488616723606,fdr_bh,0.004300142785169542,True
Shigella_dysenteriae,-3.050327597547213,Not Normally Distributed,-3.3768388783081242,Not Normally Distributed,Mann-Whitney U Test,8187.0,0.0023886016742147072,fdr_bh,0.004431784825282403,True
Butyrivibrio_crossotus,11.481937873838714,Not Normally Distributed,11.01530388496366,Normally Distributed,Mann-Whitney U Test,8186.0,0.002403682506289444,fdr_bh,0.0044536896574300325,True
Dialister_micraerophilus,-3.1743244289312784,Not Normally Distributed,-3.4034055690547618,Not Normally Distributed,Mann-Whitney U Test,8185.0,0.002418850448703385,fdr_bh,0.004475696068349121,True
Brachyspira_hyodysenteriae,-3.2158430695976,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8184.0,0.002434105949692438,fdr_bh,0.004485615300246228,True
Tetrasphaera_japonica,-3.2375871806589256,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8184.0,0.002434105949692438,fdr_bh,0.004485615300246228,True
Bacillus_acidiproducens,-3.1743244289312784,Not Normally Distributed,-3.450017920727962,Not Normally Distributed,Mann-Whitney U Test,8184.0,0.002434105949692438,fdr_bh,0.004485615300246228,True
Enterobacter_roggenkampii,-3.0365285971332288,Not Normally Distributed,-3.3548604019003587,Not Normally Distributed,Mann-Whitney U Test,8183.0,0.0024494494594476087,fdr_bh,0.004495615742036097,True
Peptoniphilus_rhinitidis,-3.2375871806589256,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8183.0,0.0024494494594476087,fdr_bh,0.004495615742036097,True
Leptospira_broomii,-3.2375871806589256,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8183.0,0.0024494494594476087,fdr_bh,0.004495615742036097,True
Anaerococcus_prevotii,-3.2375871806589256,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8178.0,0.0025275030340647492,fdr_bh,0.004620166836462445,True
Anaerococcus_pacaensis,-3.2375871806589256,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8178.0,0.0025275030340647492,fdr_bh,0.004620166836462445,True
Geobacter_sulfurreducens,-3.252320373275312,Normally Distributed,-3.538902065932767,Not Normally Distributed,Mann-Whitney U Test,8178.0,0.0025275030340647492,fdr_bh,0.004620166836462445,True
Dehalococcoides_mccartyi,-3.2188942248307075,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8175.0,0.0025754205262517606,fdr_bh,0.004701438813023348,True
Peptostreptococcus_anaerobius,-2.7512182250855517,Not Normally Distributed,8.270922133037777,Normally Distributed,Mann-Whitney U Test,4999.0,0.0026078254918982676,fdr_bh,0.004747848285115989,True
Lactobacillus_sakei,-3.2241424755815675,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8173.0,0.0026078254918982676,fdr_bh,0.004747848285115989,True
Coprobacter_fastidiosus,11.079061380564038,Not Normally Distributed,10.190865636802307,Not Normally Distributed,Mann-Whitney U Test,8167.0,0.002707289841164013,fdr_bh,0.004909218911977409,True
Romboutsia_lituseburensis,-3.218140623353655,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8167.0,0.002707289841164013,fdr_bh,0.004909218911977409,True
Bifidobacterium_pseudolongum,-3.2188942248307075,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8167.0,0.002707289841164013,fdr_bh,0.004909218911977409,True
Streptococcus_infantarius,-2.9493547045362902,Not Normally Distributed,-3.340764039436026,Not Normally Distributed,Mann-Whitney U Test,8165.0,0.002741207222339663,fdr_bh,0.004957502423380241,True
Enterobacter_cloacae_complex_sp_FDA-CDC-AR_0164,-3.105823689672837,Not Normally Distributed,-3.3768388783081242,Not Normally Distributed,Mann-Whitney U Test,8165.0,0.002741207222339663,fdr_bh,0.004957502423380241,True
Lactobacillus_antri,-3.1904496083845473,Not Normally Distributed,-3.431287726967044,Not Normally Distributed,Mann-Whitney U Test,8161.0,0.0028102092337037154,fdr_bh,0.00507554390151003,True
Leuconostoc_lactis,-3.211477340154312,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8154.0,0.0029347904988172367,fdr_bh,0.00529352132412658,True
Klebsiella_michiganensis,-3.0462448821548076,Not Normally Distributed,-3.3768388783081242,Not Normally Distributed,Mann-Whitney U Test,8153.0,0.002952993571712906,fdr_bh,0.005319299678847088,True
Desulfotomaculum_guttoideum,-3.1743244289312784,Not Normally Distributed,-3.4034055690547618,Not Normally Distributed,Mann-Whitney U Test,8152.0,0.002971299614305835,fdr_bh,0.0053451950733544125,True
Tissierella_praeacuta,-3.252320373275312,Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8150.0,0.0030082226754747044,fdr_bh,0.005404468743257064,True
Enterobacter_sp_FY-07,-3.2158430695976,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8147.0,0.00306439251514649,fdr_bh,0.005498118496832753,True
Treponema_maltophilum,-3.218692010395868,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8145.0,0.0031023686974504558,fdr_bh,0.005551607142806079,True
Anaerocolumna_aminovalerica,-3.218140623353655,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8145.0,0.0031023686974504558,fdr_bh,0.005551607142806079,True
Clostridium_lundense,-3.20674670143306,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8142.0,0.0031601380129537902,fdr_bh,0.005632749276038211,True
Porphyromonas_gingivicanis,-3.252320373275312,Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8142.0,0.0031601380129537902,fdr_bh,0.005632749276038211,True
Gemella_bergeri,-3.252320373275312,Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8142.0,0.0031601380129537902,fdr_bh,0.005632749276038211,True
Actinobacillus_porcitonsillarum,-3.2375871806589256,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8133.0,0.0033393783125550383,fdr_bh,0.0059444430694697015,True
Quasibacillus_thermotolerans,-3.1993192293079282,Not Normally Distributed,-3.450017920727962,Not Normally Distributed,Mann-Whitney U Test,8131.0,0.0033804461092274323,fdr_bh,0.00600968197195988,True
Neisseria_sicca,-3.211477340154312,Not Normally Distributed,-3.431287726967044,Not Normally Distributed,Mann-Whitney U Test,8130.0,0.003401151982023169,fdr_bh,0.0060385988192578465,True
Megasphaera_hexanoica,-3.0540100205921625,Not Normally Distributed,-3.362887694083865,Not Normally Distributed,Mann-Whitney U Test,8129.0,0.003421973257660549,fdr_bh,0.006059744310440556,True
Bifidobacterium_scardovii,-3.12872593624261,Not Normally Distributed,-3.387593942714151,Not Normally Distributed,Mann-Whitney U Test,8129.0,0.003421973257660549,fdr_bh,0.006059744310440556,True
Clostridium_merdae,-3.218140623353655,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8126.0,0.0034851351912301935,fdr_bh,0.0061635680885215385,True
Neisseria_elongata,-3.211477340154312,Not Normally Distributed,-3.450017920727962,Not Normally Distributed,Mann-Whitney U Test,8123.0,0.003549356330953819,fdr_bh,0.006268993000126226,True
Selenomonas_artemidis,-3.2375871806589256,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8121.0,0.003592766590727383,fdr_bh,0.006337435231373854,True
Phocaeicola_abscessus,-3.218140623353655,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8120.0,0.0036146523232544964,fdr_bh,0.006367781294852481,True
Salmonella_bongori,-3.2188942248307075,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8118.0,0.0036587879384297143,fdr_bh,0.006437194820523171,True
Corynebacterium_segmentosum,-3.252320373275312,Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8117.0,0.0036810390061762285,fdr_bh,0.006459629739870543,True
Peptoniphilus_urinimassiliensis,-3.218140623353655,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8117.0,0.0036810390061762285,fdr_bh,0.006459629739870543,True
Clostridium_hiranonis,-3.20674670143306,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8112.0,0.00379415086468265,fdr_bh,0.006649542752536604,True
Urmitella_timonensis,-3.20674670143306,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8110.0,0.003840273258610755,fdr_bh,0.006721713811725389,True
Mobiluncus_curtisii,-3.218692010395868,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8109.0,0.0038635249614284144,fdr_bh,0.0067450499968455,True
Streptococcus_pseudoporcinus,-3.2188942248307075,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8109.0,0.0038635249614284144,fdr_bh,0.0067450499968455,True
Streptobacillus_notomytis,-3.2241424755815675,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8108.0,0.003886904488114517,fdr_bh,0.006777166799789415,True
Leuconostoc_garlicum,-3.218140623353655,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8104.0,0.0039817132315850875,fdr_bh,0.006933585140788373,True
Megasphaera_genomosp_type_1,-3.105823689672837,Not Normally Distributed,-3.3817268058720114,Not Normally Distributed,Mann-Whitney U Test,8101.0,0.004054192471173971,fdr_bh,0.007050769515085168,True
Streptococcus_macedonicus,-3.1622668000097534,Not Normally Distributed,-3.4034055690547618,Not Normally Distributed,Mann-Whitney U Test,8100.0,0.004078617046738966,fdr_bh,0.0070841879739016525,True
Leclercia_sp_W17,-3.218140623353655,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8098.0,0.0041278672655598704,fdr_bh,0.007151464307212006,True
Klebsiella_variicola,-2.9388836019538225,Not Normally Distributed,-3.3119522246511597,Not Normally Distributed,Mann-Whitney U Test,8098.0,0.0041278672655598704,fdr_bh,0.007151464307212006,True
Streptococcus_sp_KCOM_2412,-2.6945137793242466,Not Normally Distributed,8.587687447963457,Normally Distributed,Mann-Whitney U Test,5075.0,0.004152694192357397,fdr_bh,0.007185323284486082,True
Alkalibacter_saccharofermentans,-3.218692010395868,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8094.0,0.0042279899968094975,fdr_bh,0.007297038573173751,True
Propionibacterium_acidifaciens,-3.2241424755815675,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8094.0,0.0042279899968094975,fdr_bh,0.007297038573173751,True
Actinomyces_dentalis,-3.1836515390750915,Not Normally Distributed,-3.4034055690547618,Not Normally Distributed,Mann-Whitney U Test,8092.0,0.004278872899558173,fdr_bh,0.00737549701318012,True
Paeniclostridium_sordellii,-3.1836515390750915,Not Normally Distributed,-3.4034055690547618,Not Normally Distributed,Mann-Whitney U Test,8091.0,0.004304522028230745,fdr_bh,0.007410316403030142,True
Porphyromonas_cangingivalis,-3.2241424755815675,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8089.0,0.004356238944844684,fdr_bh,0.007489867212375184,True
Citrobacter_sp_CFNIH10,-3.1743244289312784,Not Normally Distributed,-3.4034055690547618,Not Normally Distributed,Mann-Whitney U Test,8088.0,0.004382308062411641,fdr_bh,0.0075251754607068575,True
Pluralibacter_gergoviae,-3.2158430695976,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8085.0,0.004461366084461244,fdr_bh,0.007651270964523697,True
Campylobacter_coli,-3.2158430695976,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8084.0,0.004488004561342396,fdr_bh,0.007687262220939115,True
Campylobacter_ureolyticus,-3.2188942248307075,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8077.0,0.0046785451386175785,fdr_bh,0.00800354891637724,True
Arcobacter_lekithochrous,-3.2375871806589256,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8076.0,0.0047063551036215885,fdr_bh,0.008041008719755478,True
Erwinia_teleogrylli,-3.2158430695976,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8075.0,0.0047343146284736055,fdr_bh,0.008078629729892225,True
Klebsiella_quasivariicola,-3.060692144038068,Not Normally Distributed,-3.368811586124618,Not Normally Distributed,Mann-Whitney U Test,8065.0,0.00502229168962557,fdr_bh,0.00855929410763255,True
Aeromonas_dhakensis,-3.252320373275312,Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8063.0,0.005081753233619657,fdr_bh,0.008638980497153417,True
Campylobacter_jejuni,-3.148709586153581,Not Normally Distributed,-3.4034055690547618,Not Normally Distributed,Mann-Whitney U Test,8063.0,0.005081753233619657,fdr_bh,0.008638980497153417,True
Morganella_morganii,-3.218692010395868,Not Normally Distributed,-3.46807376026476,Not Normally Distributed,Mann-Whitney U Test,8062.0,0.005111722006002099,fdr_bh,0.008679078562001067,True
Actinomyces_israelii,-3.218692010395868,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8061.0,0.00514185042924944,fdr_bh,0.008719347361320745,True
Klebsiella_sp_FDAARGOS_511,-3.113394061386254,Not Normally Distributed,-3.3817268058720114,Not Normally Distributed,Mann-Whitney U Test,8058.0,0.005233201032451688,fdr_bh,0.008863204737402609,True
Lactobacillus_fermentum,-3.12872593624261,Not Normally Distributed,-3.399391042155024,Not Normally Distributed,Mann-Whitney U Test,8049.0,0.005516116962182155,fdr_bh,0.00933074511015887,True
Haemophilus_sputorum,8.413866961073772,Normally Distributed,-2.691845611787608,Normally Distributed,Mann-Whitney U Test,8046.0,0.005613445735012691,fdr_bh,0.009483585341139453,True
Lactobacillus_gastricus,-3.2158430695976,Not Normally Distributed,-3.431287726967044,Not Normally Distributed,Mann-Whitney U Test,8045.0,0.005646231319421307,fdr_bh,0.009527139695301461,True
Bifidobacterium_animalis,-3.108746401711455,Not Normally Distributed,-3.3817268058720114,Not Normally Distributed,Mann-Whitney U Test,8039.0,0.005846597990459518,fdr_bh,0.009840808498793248,True
Anaerococcus_vaginalis,-3.218140623353655,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8039.0,0.005846597990459518,fdr_bh,0.009840808498793248,True
Prevotella_loescheii,-3.20674670143306,Not Normally Distributed,-3.431287726967044,Not Normally Distributed,Mann-Whitney U Test,8037.0,0.0059147977090887715,fdr_bh,0.009943294047417466,True
Faecalibacterium_prausnitzii,15.645406152075672,Not Normally Distributed,15.22231933888514,Not Normally Distributed,Mann-Whitney U Test,8036.0,0.005949165721601945,fdr_bh,0.009988722693060056,True
Streptococcus_orisratti,-3.105823689672837,Not Normally Distributed,-3.385741332771749,Not Normally Distributed,Mann-Whitney U Test,8035.0,0.005983713586167552,fdr_bh,0.010034340908986278,True
Hafnia_alvei,-3.2188942248307075,Not Normally Distributed,-3.5097047834403927,Not Normally Distributed,Mann-Whitney U Test,8034.0,0.006018442118920046,fdr_bh,0.01008014936173801,True
Lactobacillus_paracasei,-3.179734872977388,Not Normally Distributed,-3.4034055690547618,Not Normally Distributed,Mann-Whitney U Test,8027.0,0.006266669736702452,fdr_bh,0.01047011159940459,True
Treponema_medium,-3.095785251947289,Not Normally Distributed,-3.387593942714151,Not Normally Distributed,Mann-Whitney U Test,8027.0,0.006266669736702452,fdr_bh,0.01047011159940459,True
Butyrivibrio_hungatei,-3.2241424755815675,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,8026.0,0.006302873352791257,fdr_bh,0.010517678232878662,True
Synergistes_jonesii,-3.218692010395868,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8024.0,0.006375845873668362,fdr_bh,0.010626409789447271,True
Bacteroides_salanitronis,12.475047814123739,Not Normally Distributed,11.881507855343397,Normally Distributed,Mann-Whitney U Test,8023.0,0.006412616473617544,fdr_bh,0.010674612489742791,True
Raoultella_ornithinolytica,-3.0365285971332288,Not Normally Distributed,-3.3548604019003587,Not Normally Distributed,Mann-Whitney U Test,8013.0,0.006790952801786715,fdr_bh,0.011290581675342217,True
Ndongobacter_massiliensis,-3.211477340154312,Not Normally Distributed,-3.431287726967044,Not Normally Distributed,Mann-Whitney U Test,8011.0,0.006868984638017929,fdr_bh,0.011406372536879589,True
Anaerococcus_lactolyticus,-3.218692010395868,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8007.0,0.007027469384574829,fdr_bh,0.011655315076855815,True
Treponema_porcinum,-3.218692010395868,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,8004.0,0.0071484796608482296,fdr_bh,0.011841574103232147,True
Eubacterium_eligens,13.836813857219191,Not Normally Distributed,12.572577912824428,Not Normally Distributed,Mann-Whitney U Test,8002.0,0.007230189018890383,fdr_bh,0.011962356527604526,True
Haemophilus_pittmaniae,8.263442540759469,Normally Distributed,-2.691845611787608,Normally Distributed,Mann-Whitney U Test,7996.0,0.007480369926918442,fdr_bh,0.012361243135612493,True
Streptococcus_sp_group_B,-3.2375871806589256,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,7994.0,0.007565472601618517,fdr_bh,0.012486702352185903,True
Raoultella_sp_X13,-3.0682811733214397,Not Normally Distributed,-3.368811586124618,Not Normally Distributed,Mann-Whitney U Test,7993.0,0.007608348601729762,fdr_bh,0.012542247391942396,True
Centipeda_periodontii,-3.2188942248307075,Not Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,7987.0,0.00787020969477008,fdr_bh,0.0129582145095488,True
Collinsella_massiliensis,-3.179734872977388,Not Normally Distributed,-3.387593942714151,Not Normally Distributed,Mann-Whitney U Test,7983.0,0.008049239957373439,fdr_bh,0.013220973843028838,True
Lactobacillus_casei,-3.1836515390750915,Not Normally Distributed,-3.4034055690547618,Not Normally Distributed,Mann-Whitney U Test,7983.0,0.008049239957373439,fdr_bh,0.013220973843028838,True
Faecalibaculum_rodentium,8.096423172464966,Normally Distributed,-2.5238333068305607,Normally Distributed,Mann-Whitney U Test,7980.0,0.008185896358771158,fdr_bh,0.013429214774341103,True
Shigella_sp_PAMC_28760,-3.0682811733214397,Not Normally Distributed,-3.368811586124618,Not Normally Distributed,Mann-Whitney U Test,7974.0,0.00846545417091504,fdr_bh,0.013871105629451149,True
Akkermansia_glycaniphila,-3.252320373275312,Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,7970.0,0.008656538744015113,fdr_bh,0.0141671392200488,True
Olsenella_scatoligenes,-3.218140623353655,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,7968.0,0.008753519168037537,fdr_bh,0.014308637101599818,True
Citrobacter_farmeri,-3.211477340154312,Not Normally Distributed,-3.450017920727962,Not Normally Distributed,Mann-Whitney U Test,7962.0,0.009050311755272693,fdr_bh,0.014758302142890723,True
Gemella_sp_ND_6198,-3.2241424755815675,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,7962.0,0.009050311755272693,fdr_bh,0.014758302142890723,True
Lactobacillus_salivarius,-3.0540100205921625,Not Normally Distributed,-3.3718469037461034,Not Normally Distributed,Mann-Whitney U Test,7960.0,0.009151220807007457,fdr_bh,0.014904982392251666,True
Clostridium_septicum,-3.1192790774670414,Not Normally Distributed,-3.3817268058720114,Not Normally Distributed,Mann-Whitney U Test,7957.0,0.009304467859686449,fdr_bh,0.015136454891355944,True
Ruminococcus_lactaris,12.022706777587882,Not Normally Distributed,11.669213760439842,Not Normally Distributed,Mann-Whitney U Test,7953.0,0.009512357795540397,fdr_bh,0.015456160814737083,True
Selenomonas_sp_oral_taxon_478,-3.1904496083845473,Not Normally Distributed,-3.387593942714151,Not Normally Distributed,Mann-Whitney U Test,7952.0,0.009564973243383094,fdr_bh,0.015504605019071523,True
Bifidobacterium_lemurum,-3.211477340154312,Not Normally Distributed,-3.431287726967044,Not Normally Distributed,Mann-Whitney U Test,7952.0,0.009564973243383094,fdr_bh,0.015504605019071523,True
Ruminococcus_torques,13.139263866852176,Not Normally Distributed,13.976534077988061,Normally Distributed,Mann-Whitney U Test,5221.0,0.009617848038686226,fdr_bh,0.015571753967396747,True
Desulfomicrobium_orale,-3.2241424755815675,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,7947.0,0.009831962487018751,fdr_bh,0.01589948749387099,True
Arabia_massiliensis,-3.1904496083845473,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,7946.0,0.009886150394462948,fdr_bh,0.015968128903170557,True
Marinilactibacillus_piezotolerans,-3.1622668000097534,Not Normally Distributed,-3.3817268058720114,Not Normally Distributed,Mann-Whitney U Test,7945.0,0.009940604223694267,fdr_bh,0.016037036470016846,True
Desulfovibrio_sp_G11,-3.1663282973098266,Not Normally Distributed,-3.387593942714151,Not Normally Distributed,Mann-Whitney U Test,7943.0,0.01005031408278806,fdr_bh,0.016194818901175072,True
Corynebacterium_accolens,-3.252320373275312,Normally Distributed,-3.486803954025678,Not Normally Distributed,Mann-Whitney U Test,7942.0,0.010105572339053856,fdr_bh,0.016264589800134018,True
Streptococcus_sp_FDAARGOS_521,-3.2241424755815675,Not Normally Distributed,-3.4661029791993716,Not Normally Distributed,Mann-Whitney U Test,7940.0,0.0102169010973906,fdr_bh,0.01642433273339387,True
Pseudopropionibacterium_propionicum,-3.2158430695976,Not Normally Distributed,-3.431287726967044,Not Normally Distributed,Mann-Whitney U Test,7937.0,0.010385941732221736,fdr_bh,0.016676364528714946,True
Haemophilus_haemolyticus,-2.5820152649536166,Normally Distributed,-2.999505419613717,Not Normally Distributed,Mann-Whitney U Test,7936.0,0.010442839136598698,fdr_bh,0.01672822288077059,True
