Bacterial_Species,Prevalence,Cohort
Clostridium_kluyveri,0.013513513513513514,CRC
Clostridium_leptum,0.9324324324324325,CRC
Clostridium_lundense,0.08108108108108109,CRC
Clostridium_merdae,0.06756756756756757,CRC
Clostridium_methylpentosum,0.9864864864864865,CRC
Clostridium_neonatale,0.013513513513513514,CRC
Clostridium_paraputrificum,0.25675675675675674,CRC
Clostridium_perfringens,0.13513513513513514,CRC
Clostridium_phoceensis,1.0,CRC
Clostridium_polynesiense,0.12162162162162163,CRC
Clostridium_polysaccharolyticum,0.013513513513513514,CRC
Clostridium_saccharogumia,0.9594594594594594,CRC
Clostridium_saccharolyticum,0.8513513513513513,CRC
Clostridium_sartagoforme,0.08108108108108109,CRC
Clostridium_scindens,1.0,CRC
Clostridium_septicum,0.14864864864864866,CRC
Clostridium_sp_SY8519,0.9594594594594594,CRC
Clostridium_sphenoides,0.08108108108108109,CRC
Clostridium_spiroforme,0.7162162162162162,CRC
Clostridium_sporogenes,1.0,CRC
Clostridium_sporosphaeroides,0.2702702702702703,CRC
Clostridium_symbiosum,1.0,CRC
Clostridium_tepidum,0.013513513513513514,CRC
Clostridium_thermobutyricum,0.013513513513513514,CRC
Clostridium_viride,0.17567567567567569,CRC
Colibacter_massiliensis,0.08108108108108109,CRC
Collinsella_aerofaciens,0.9324324324324325,CRC
Collinsella_bouchesdurhonensis,0.6756756756756757,CRC
Collinsella_ihuae,0.13513513513513514,CRC
Collinsella_intestinalis,0.6351351351351351,CRC
Collinsella_massiliensis,0.10810810810810811,CRC
Collinsella_phocaeensis,0.6486486486486487,CRC
Collinsella_stercoris,0.3918918918918919,CRC
Collinsella_tanakaei,0.43243243243243246,CRC
Comamonas_kerstersii,0.05405405405405406,CRC
Coprobacter_fastidiosus,0.972972972972973,CRC
Coprobacter_secundus,1.0,CRC
Coprococcus_comes,1.0,CRC
Coprococcus_eutactus,1.0,CRC
Coriobacteriaceae_bacterium_68-1-3,0.25675675675675674,CRC
Corynebacterium_accolens,0.04054054054054054,CRC
Corynebacterium_argentoratense,0.04054054054054054,CRC
Corynebacterium_atypicum,0.013513513513513514,CRC
Corynebacterium_aurimucosum,0.013513513513513514,CRC
Corynebacterium_durum,0.43243243243243246,CRC
Corynebacterium_massiliense,0.013513513513513514,CRC
Corynebacterium_matruchotii,0.013513513513513514,CRC
Corynebacterium_pseudodiphtheriticum,0.02702702702702703,CRC
Corynebacterium_pyruviciproducens,0.013513513513513514,CRC
Corynebacterium_segmentosum,0.02702702702702703,CRC
Corynebacterium_simulans,0.013513513513513514,CRC
Corynebacterium_striatum,0.02702702702702703,CRC
Corynebacterium_urealyticum,0.02702702702702703,CRC
Cronobacter_condimenti,0.013513513513513514,CRC
Cronobacter_malonaticus,0.013513513513513514,CRC
Cronobacter_muytjensii,0.013513513513513514,CRC
Cronobacter_sakazakii,0.02702702702702703,CRC
Cryptobacterium_curtum,0.14864864864864866,CRC
Culturomica_massiliensis,0.9459459459459459,CRC
Cutibacterium_acnes,0.013513513513513514,CRC
Cutibacterium_avidum,0.013513513513513514,CRC
Dakarella_massiliensis,0.17567567567567569,CRC
Dehalococcoides_mccartyi,0.04054054054054054,CRC
Dehalogenimonas_lykanthroporepellens,0.013513513513513514,CRC
Denitrobacterium_detoxificans,0.04054054054054054,CRC
Desulfobulbus_oralis,0.05405405405405406,CRC
Desulfomicrobium_orale,0.05405405405405406,CRC
Desulfonispora_thiosulfatigenes,0.013513513513513514,CRC
Desulfotomaculum_guttoideum,0.13513513513513514,CRC
Desulfovibrio_cuneatus,0.02702702702702703,CRC
Desulfovibrio_desulfuricans,0.20270270270270271,CRC
Desulfovibrio_fairfieldensis,0.04054054054054054,CRC
Desulfovibrio_legallii,0.16216216216216217,CRC
Desulfovibrio_piger,0.2972972972972973,CRC
Desulfovibrio_sp_G11,0.12162162162162163,CRC
Desulfurella_acetivorans,0.04054054054054054,CRC
Desulfuromonas_acetexigens,0.013513513513513514,CRC
Dethiosulfovibrio_peptidovorans,0.013513513513513514,CRC
Dialister_invisus,0.5,CRC
Dialister_micraerophilus,0.08108108108108109,CRC
Dialister_pneumosintes,0.5540540540540541,CRC
Dialister_sp_Marseille-P5638,0.20270270270270271,CRC
Dialister_succinatiphilus,0.20270270270270271,CRC
Dickeya_chrysanthemi,0.013513513513513514,CRC
Dickeya_dianthicola,0.013513513513513514,CRC
Dickeya_sp_DW_0440,0.013513513513513514,CRC
Dickeya_sp_MK7,0.013513513513513514,CRC
Dickeya_zeae,0.02702702702702703,CRC
Dielma_fastidiosa,0.36486486486486486,CRC
Dolosigranulum_pigrum,0.013513513513513514,CRC
Dorea_formicigenerans,1.0,CRC
Dorea_longicatena,0.9864864864864865,CRC
Duodenibacillus_massiliensis,0.527027027027027,CRC
Dysgonomonas_capnocytophagoides,0.013513513513513514,CRC
Dysgonomonas_macrotermitis,0.02702702702702703,CRC
Dysgonomonas_mossii,0.013513513513513514,CRC
Edwardsiella_anguillarum,0.013513513513513514,CRC
Edwardsiella_hoshinae,0.013513513513513514,CRC
Edwardsiella_ictaluri,0.013513513513513514,CRC
Edwardsiella_sp_LADL05-105,0.013513513513513514,CRC
Edwardsiella_tarda,0.013513513513513514,CRC
Effusibacillus_pohliae,0.013513513513513514,CRC
Eggerthella_lenta,0.9864864864864865,CRC
Eggerthella_sp_YY7918,0.40540540540540543,CRC
Eggerthia_catenaformis,0.2702702702702703,CRC
Eikenella_corrodens,0.1891891891891892,CRC
Eisenbergiella_tayi,0.8648648648648649,CRC
Emergencia_timonensis,1.0,CRC
Enorma_massiliensis,0.17567567567567569,CRC
Enterobacter_asburiae,0.20270270270270271,CRC
Enterobacter_bugandensis,0.04054054054054054,CRC
Enterobacter_cancerogenus,0.08108108108108109,CRC
Enterobacter_cloacae,0.2972972972972973,CRC
Enterobacter_cloacae_complex_sp,0.13513513513513514,CRC
Enterobacter_cloacae_complex_sp_ECNIH7,0.17567567567567569,CRC
Enterobacter_cloacae_complex_sp_FDA-CDC-AR_0132,0.12162162162162163,CRC
Enterobacter_cloacae_complex_sp_FDA-CDC-AR_0164,0.12162162162162163,CRC
Enterobacter_hormaechei,0.28378378378378377,CRC
Enterobacter_lignolyticus,0.013513513513513514,CRC
Enterobacter_ludwigii,0.14864864864864866,CRC
Enterobacter_roggenkampii,0.16216216216216217,CRC
Enterobacter_sp_638,0.013513513513513514,CRC
Enterobacter_sp_CRENT-193,0.13513513513513514,CRC
Enterobacter_sp_Crenshaw,0.0945945945945946,CRC
Enterobacter_sp_E20,0.13513513513513514,CRC
Enterobacter_sp_FY-07,0.05405405405405406,CRC
Enterobacter_sp_HK169,0.10810810810810811,CRC
Enterobacter_sp_ODB01,0.12162162162162163,CRC
Enterobacteriaceae_bacterium_ENNIH1,0.04054054054054054,CRC
Enterobacteriaceae_bacterium_ENNIH2,0.02702702702702703,CRC
Enterobacteriaceae_bacterium_ENNIH3,0.013513513513513514,CRC
Enterobacteriaceae_bacterium_S05,0.1891891891891892,CRC
Enterobacteriaceae_bacterium_strain_FGI_57,0.02702702702702703,CRC
Enterococcus_asini,0.013513513513513514,CRC
Enterococcus_cecorum,0.013513513513513514,CRC
Enterococcus_columbae,0.20270270270270271,CRC
Enterococcus_dispar,0.013513513513513514,CRC
Enterococcus_durans,0.013513513513513514,CRC
Enterococcus_faecalis,0.08108108108108109,CRC
Enterococcus_faecium,0.7837837837837838,CRC
Enterococcus_gilvus,0.25675675675675674,CRC
Enterococcus_malodoratus,0.013513513513513514,CRC
Enterococcus_pseudoavium,0.013513513513513514,CRC
Enterococcus_sp_FDAARGOS_553,0.04054054054054054,CRC
Enterococcus_wangshanyuanii,0.013513513513513514,CRC
Enterorhabdus_caecimuris,0.1891891891891892,CRC
Enterorhabdus_mucosicola,0.10810810810810811,CRC
Erwinia_oleae,0.013513513513513514,CRC
Erwinia_sp_Ejp617,0.013513513513513514,CRC
Erwinia_tasmaniensis,0.013513513513513514,CRC
Erwinia_teleogrylli,0.05405405405405406,CRC
Erwinia_tracheiphila,0.04054054054054054,CRC
Erysipelatoclostridium_ramosum,0.8918918918918919,CRC
Erysipelotrichaceae_bacterium_GAM147,0.972972972972973,CRC
Erysipelotrichaceae_bacterium_I46,0.8783783783783784,CRC
Escherichia_albertii,0.06756756756756757,CRC
Escherichia_coli,0.6756756756756757,CRC
Escherichia_fergusonii,0.0945945945945946,CRC
Escherichia_marmotae,0.05405405405405406,CRC
Eubacterium_brachy,0.6891891891891891,CRC
Eubacterium_callanderi,0.7972972972972973,CRC
Eubacterium_cellulosolvens,0.1891891891891892,CRC
Eubacterium_coprostanoligenes,0.7567567567567568,CRC
Eubacterium_eligens,1.0,CRC
Eubacterium_limosum,0.14864864864864866,CRC
Eubacterium_minutum,0.10810810810810811,CRC
Eubacterium_nodatum,0.5540540540540541,CRC
Eubacterium_oxidoreducens,0.3783783783783784,CRC
Eubacterium_plexicaudatum,0.9594594594594594,CRC
Eubacterium_pyruvativorans,0.22972972972972974,CRC
Eubacterium_ramulus,1.0,CRC
Eubacterium_rectale,1.0,CRC
Eubacterium_ruminantium,0.08108108108108109,CRC
Eubacterium_saphenum,0.1891891891891892,CRC
Eubacterium_siraeum,0.6621621621621622,CRC
Eubacterium_sulci,0.8243243243243243,CRC
Eubacterium_uniforme,0.35135135135135137,CRC
Eubacterium_ventriosum,0.9864864864864865,CRC
Eubacterium_xylanophilum,0.17567567567567569,CRC
Eubacterium_yurii,0.013513513513513514,CRC
Ezakiella_massiliensis,0.013513513513513514,CRC
Facklamia_languida,0.0945945945945946,CRC
Faecalibacterium_prausnitzii,1.0,CRC
Faecalibaculum_rodentium,0.4594594594594595,CRC
Faecalicatena_contorta,0.9864864864864865,CRC
Faecalicatena_fissicatena,0.12162162162162163,CRC
Faecalicoccus_pleomorphus,0.8783783783783784,CRC
Faecalitalea_cylindroides,1.0,CRC
Fastidiosipila_sanguinis,0.04054054054054054,CRC
Fenollaria_massiliensis,0.0945945945945946,CRC
Fenollaria_timonensis,0.10810810810810811,CRC
Fermentimonas_caenicola,0.06756756756756757,CRC
Filifactor_alocis,0.6081081081081081,CRC
Finegoldia_magna,0.25675675675675674,CRC
Flavonifractor_plautii,1.0,CRC
Fournierella_massiliensis,1.0,CRC
Fructobacillus_durionis,0.013513513513513514,CRC
Fusicatenibacter_saccharivorans,1.0,CRC
Fusobacterium_gonidiaformans,0.04054054054054054,CRC
Fusobacterium_hwasookii,0.20270270270270271,CRC
Fusobacterium_massiliense,0.08108108108108109,CRC
Fusobacterium_mortiferum,0.28378378378378377,CRC
Fusobacterium_necrophorum,0.10810810810810811,CRC
Fusobacterium_nucleatum,0.6351351351351351,CRC
Fusobacterium_perfoetens,0.14864864864864866,CRC
Fusobacterium_periodonticum,0.33783783783783783,CRC
Fusobacterium_sp_oral_taxon_203,0.22972972972972974,CRC
Fusobacterium_ulcerans,0.28378378378378377,CRC
Fusobacterium_varium,0.21621621621621623,CRC
Gardnerella_vaginalis,0.04054054054054054,CRC
Gemella_asaccharolytica,0.06756756756756757,CRC
Gemella_bergeri,0.02702702702702703,CRC
Gemella_haemolysans,0.5540540540540541,CRC
Gemella_morbillorum,0.7567567567567568,CRC
Gemella_sanguinis,0.8243243243243243,CRC
Gemella_sp_ND_6198,0.05405405405405406,CRC
Gemella_sp_oral_taxon_928,0.0945945945945946,CRC
Gemmiger_formicilis,1.0,CRC
Geobacter_sulfurreducens,0.02702702702702703,CRC
Glaesserella_parasuis,0.013513513513513514,CRC
Gordonibacter_massiliensis,0.13513513513513514,CRC
Gordonibacter_pamelaeae,0.8243243243243243,CRC
Gordonibacter_urolithinfaciens,0.6891891891891891,CRC
Granulicatella_adiacens,0.9594594594594594,CRC
Granulicatella_balaenopterae,0.013513513513513514,CRC
Granulicatella_elegans,0.47297297297297297,CRC
Haematospirillum_jordaniae,0.013513513513513514,CRC
Haemophilus_aegyptius,0.06756756756756757,CRC
Haemophilus_haemolyticus,0.35135135135135137,CRC
Haemophilus_influenzae,0.22972972972972974,CRC
Haemophilus_parainfluenzae,0.9054054054054054,CRC
Haemophilus_pittmaniae,0.44594594594594594,CRC
Haemophilus_sp_oral_taxon_036,0.44594594594594594,CRC
Haemophilus_sputorum,0.44594594594594594,CRC
Hafnia_alvei,0.05405405405405406,CRC
Hafnia_paralvei,0.02702702702702703,CRC
Hafnia_sp_CBA7124,0.02702702702702703,CRC
Helicobacter_canadensis,0.013513513513513514,CRC
Helicobacter_cinaedi,0.02702702702702703,CRC
Helicobacter_pylori,0.013513513513513514,CRC
Herbinix_luporum,0.013513513513513514,CRC
Hespellia_stercorisuis,0.8648648648648649,CRC
Histophilus_somni,0.08108108108108109,CRC
Holdemanella_biformis,0.972972972972973,CRC
Holdemania_massiliensis,0.972972972972973,CRC
Hungateiclostridiaceae_bacterium_KB18,0.6486486486486487,CRC
Hungateiclostridium_saccincola,0.013513513513513514,CRC
Hungatella_hathewayi,1.0,CRC
Hyphomonas_jannaschiana,0.013513513513513514,CRC
Ileibacterium_valens,0.08108108108108109,CRC
Intestinibacillus_massiliensis,0.9324324324324325,CRC
Intestinibacter_bartlettii,0.918918918918919,CRC
Intestinibaculum_porci,0.12162162162162163,CRC
Intestinimonas_butyriciproducens,1.0,CRC
Johnsonella_ignava,0.9459459459459459,CRC
Kallipyga_gabonensis,0.02702702702702703,CRC
Kallipyga_massiliensis,0.16216216216216217,CRC
Kandleria_vitulina,0.10810810810810811,CRC
Kangiella_geojedonensis,0.013513513513513514,CRC
Kangiella_profundi,0.013513513513513514,CRC
Kingella_denitrificans,0.013513513513513514,CRC
Kingella_oralis,0.013513513513513514,CRC
Klebsiella_aerogenes,0.1891891891891892,CRC
Klebsiella_michiganensis,0.16216216216216217,CRC
Klebsiella_oxytoca,0.14864864864864866,CRC
Klebsiella_pneumoniae,0.28378378378378377,CRC
Klebsiella_quasipneumoniae,0.24324324324324326,CRC
Klebsiella_quasivariicola,0.16216216216216217,CRC
Klebsiella_sp_FDAARGOS_511,0.12162162162162163,CRC
Klebsiella_sp_LTGPAF-6F,0.0945945945945946,CRC
Klebsiella_sp_M5al,0.12162162162162163,CRC
Klebsiella_sp_P1CD1,0.1891891891891892,CRC
Klebsiella_variicola,0.22972972972972974,CRC
Kluyvera_ascorbata,0.08108108108108109,CRC
Kluyvera_cryocrescens,0.0945945945945946,CRC
Kluyvera_intermedia,0.04054054054054054,CRC
Kosakonia_cowanii,0.013513513513513514,CRC
Kosakonia_radicincitans,0.013513513513513514,CRC
Kosakonia_sacchari,0.013513513513513514,CRC
Lachnoanaerobaculum_saburreum,0.9054054054054054,CRC
Lachnoanaerobaculum_umeaense,0.1891891891891892,CRC
Lachnobacterium_bovis,0.0945945945945946,CRC
Lachnoclostridium_phocaeense,1.0,CRC
Lachnoclostridium_sp_YL32,1.0,CRC
Lachnospira_multipara,0.22972972972972974,CRC
Lachnospiraceae_bacterium_Choco86,1.0,CRC
Lachnospiraceae_bacterium_GAM79,1.0,CRC
Lachnospiraceae_bacterium_oral_taxon_500,0.6891891891891891,CRC
Lactobacillus_acidipiscis,0.013513513513513514,CRC
Lactobacillus_amylovorus,0.013513513513513514,CRC
Lactobacillus_antri,0.06756756756756757,CRC
Lactobacillus_brevis,0.02702702702702703,CRC
Lactobacillus_camelliae,0.013513513513513514,CRC
Lactobacillus_casei,0.12162162162162163,CRC
Lactobacillus_crispatus,0.05405405405405406,CRC
Lactobacillus_curvatus,0.013513513513513514,CRC
Lactobacillus_delbrueckii,0.08108108108108109,CRC
Lactobacillus_equicursoris,0.013513513513513514,CRC
Lactobacillus_fermentum,0.12162162162162163,CRC
Lactobacillus_frumenti,0.013513513513513514,CRC
Lactobacillus_gasseri,0.20270270270270271,CRC
Lactobacillus_gastricus,0.06756756756756757,CRC
Lactobacillus_hayakitensis,0.013513513513513514,CRC
Lactobacillus_helveticus,0.013513513513513514,CRC
Lactobacillus_hominis,0.013513513513513514,CRC
Lactobacillus_iners,0.16216216216216217,CRC
Lactobacillus_johnsonii,0.02702702702702703,CRC
Lactobacillus_manihotivorans,0.013513513513513514,CRC
Lactobacillus_mucosae,0.0945945945945946,CRC
Lactobacillus_murinus,0.013513513513513514,CRC
Lactobacillus_panis,0.013513513513513514,CRC
Lactobacillus_paracasei,0.12162162162162163,CRC
Lactobacillus_paragasseri,0.16216216216216217,CRC
Lactobacillus_perolens,0.013513513513513514,CRC
Lactobacillus_plantarum,0.013513513513513514,CRC
Lactobacillus_pontis,0.013513513513513514,CRC
Lactobacillus_reuteri,0.013513513513513514,CRC
Lactobacillus_rhamnosus,0.02702702702702703,CRC
Lactobacillus_rogosae,1.0,CRC
Lactobacillus_rossiae,0.013513513513513514,CRC
Lactobacillus_ruminis,0.33783783783783783,CRC
Lactobacillus_sakei,0.04054054054054054,CRC
Lactobacillus_salivarius,0.16216216216216217,CRC
Lactobacillus_sanfranciscensis,0.28378378378378377,CRC
Lactobacillus_sp_D1501,0.013513513513513514,CRC
Lactobacillus_thailandensis,0.013513513513513514,CRC
Lactobacillus_vaginalis,0.04054054054054054,CRC
Lactococcus_lactis,0.2702702702702703,CRC
Lactonifactor_longoviformis,0.9864864864864865,CRC
Lautropia_mirabilis,0.05405405405405406,CRC
Lawsonella_clevelandensis,0.04054054054054054,CRC
Lawsonia_intracellularis,0.013513513513513514,CRC
Leclercia_adecarboxylata,0.02702702702702703,CRC
Leclercia_sp_LSNIH1,0.013513513513513514,CRC
Leclercia_sp_LSNIH3,0.04054054054054054,CRC
Leclercia_sp_W17,0.05405405405405406,CRC
Leclercia_sp_W6,0.013513513513513514,CRC
Lelliottia_amnigena,0.013513513513513514,CRC
Lelliottia_nimipressuralis,0.08108108108108109,CRC
Lelliottia_sp_WB101,0.013513513513513514,CRC
Leminorella_richardii,0.013513513513513514,CRC
Leptospira_broomii,0.02702702702702703,CRC
Leptospira_kirschneri,0.04054054054054054,CRC
Leptotrichia_buccalis,0.08108108108108109,CRC
Leptotrichia_sp_oral_taxon_212,0.12162162162162163,CRC
Leptotrichia_sp_oral_taxon_498,0.013513513513513514,CRC
Leptotrichia_sp_oral_taxon_847,0.013513513513513514,CRC
Leptotrichia_trevisanii,0.12162162162162163,CRC
Leptotrichia_wadei,0.08108108108108109,CRC
Leuconostoc_citreum,0.02702702702702703,CRC
Leuconostoc_garlicum,0.05405405405405406,CRC
Leuconostoc_gelidum,0.013513513513513514,CRC
Leuconostoc_lactis,0.05405405405405406,CRC
Leuconostoc_pseudomesenteroides,0.013513513513513514,CRC
Levyella_massiliensis,0.8513513513513513,CRC
Libanicoccus_massiliensis,0.47297297297297297,CRC
Lonsdalea_britannica,0.013513513513513514,CRC
Lonsdalea_quercina,0.013513513513513514,CRC
Lutispora_thermophila,0.02702702702702703,CRC
Lysinibacillus_timonensis,0.013513513513513514,CRC
Mageeibacillus_indolicus,0.3918918918918919,CRC
Mailhella_massiliensis,0.22972972972972974,CRC
Mangrovibacter_phragmitis,0.013513513513513514,CRC
Mannheimia_haemolytica,0.013513513513513514,CRC
Marinilactibacillus_piezotolerans,0.14864864864864866,CRC
Mariniphaga_anaerophila,0.33783783783783783,CRC
Marvinbryantia_formatexigens,1.0,CRC
Massilimaliae_massiliensis,0.6216216216216216,CRC
Massilimicrobiota_timonensis,0.7702702702702703,CRC
Massilioclostridium_coli,0.972972972972973,CRC
Mediterranea_massiliensis,1.0,CRC
Megamonas_funiformis,0.43243243243243246,CRC
Megamonas_hypermegale,0.2702702702702703,CRC
Megasphaera_cerevisiae,0.06756756756756757,CRC
Megasphaera_elsdenii,0.33783783783783783,CRC
Megasphaera_genomosp_type_1,0.13513513513513514,CRC
Megasphaera_hexanoica,0.14864864864864866,CRC
Megasphaera_massiliensis,0.08108108108108109,CRC
Megasphaera_micronuciformis,0.581081081081081,CRC
Megasphaera_stantonii,0.35135135135135137,CRC
Meiothermus_silvanus,0.14864864864864866,CRC
Merdibacter_massiliensis,0.972972972972973,CRC
Merdimonas_faecis,1.0,CRC
Mesoplasma_chauliocola,0.013513513513513514,CRC
Metakosakonia_sp_MRY16-398,0.05405405405405406,CRC
Methyloversatilis_universalis,0.013513513513513514,CRC
Millionella_massiliensis,0.02702702702702703,CRC
Mitsuokella_multacida,0.16216216216216217,CRC
Mobilibacterium_timonense,0.02702702702702703,CRC
Mobiluncus_curtisii,0.05405405405405406,CRC
Mobiluncus_mulieris,0.013513513513513514,CRC
Mogibacterium_diversum,0.918918918918919,CRC
Mogibacterium_pumilum,0.5675675675675675,CRC
Mogibacterium_timidum,0.47297297297297297,CRC
Monoglobus_pectinilyticus,0.8243243243243243,CRC
Moraxella_catarrhalis,0.013513513513513514,CRC
Moraxella_nonliquefaciens,0.013513513513513514,CRC
Moraxella_porci,0.013513513513513514,CRC
Mordavella_sp_Marseille-P3756,0.9864864864864865,CRC
Morganella_morganii,0.06756756756756757,CRC
Mucinivorans_hirudinis,0.013513513513513514,CRC
Murdochiella_massiliensis,0.3783783783783784,CRC
Murdochiella_vaginalis,0.22972972972972974,CRC
Muribaculum_intestinale,0.6216216216216216,CRC
Mycoplasma_agassizii,0.013513513513513514,CRC
Mycoplasma_alvi,0.013513513513513514,CRC
Mycoplasma_pirum,0.013513513513513514,CRC
Mycoplasma_sp_(ex_Biomphalaria_glabrata),0.013513513513513514,CRC
Myroides_odoratimimus,0.02702702702702703,CRC
Ndongobacter_massiliensis,0.06756756756756757,CRC
Necropsobacter_massiliensis,0.04054054054054054,CRC
Negativibacillus_massiliensis,0.9864864864864865,CRC
Negativicoccus_massiliensis,0.02702702702702703,CRC
Neglecta_timonensis,0.918918918918919,CRC
Neisseria_cinerea,0.05405405405405406,CRC
Neisseria_elongata,0.06756756756756757,CRC
Neisseria_mucosa,0.2702702702702703,CRC
Neisseria_sicca,0.06756756756756757,CRC
Neisseria_subflava,0.32432432432432434,CRC
Neofamilia_massiliensis,0.013513513513513514,CRC
Niameybacter_massiliensis,0.02702702702702703,CRC
Obesumbacterium_proteus,0.02702702702702703,CRC
Oceanibaculum_pacificum,0.013513513513513514,CRC
Odoribacter_laneus,0.8648648648648649,CRC
Odoribacter_splanchnicus,1.0,CRC
Olegusella_massiliensis,0.16216216216216217,CRC
Olsenella_profusa,0.05405405405405406,CRC
Olsenella_scatoligenes,0.08108108108108109,CRC
Olsenella_sp_GAM18,0.5945945945945946,CRC
Olsenella_sp_oral_taxon_807,0.17567567567567569,CRC
Olsenella_timonensis,0.22972972972972974,CRC
Olsenella_uli,0.3108108108108108,CRC
Olsenella_umbonata,0.013513513513513514,CRC
Oribacterium_parvum,0.5540540540540541,CRC
Oribacterium_sinus,0.581081081081081,CRC
Ornithobacterium_rhinotracheale,0.21621621621621623,CRC
Oscillibacter_ruminantium,0.6081081081081081,CRC
Oscillibacter_sp_PEA192,1.0,CRC
Oscillibacter_valericigenes,0.47297297297297297,CRC
Oxalobacter_formigenes,0.17567567567567569,CRC
Paeniclostridium_sordellii,0.10810810810810811,CRC
Pantoea_alhagi,0.013513513513513514,CRC
Pantoea_ananatis,0.013513513513513514,CRC
Pantoea_septica,0.013513513513513514,CRC
Pantoea_sp_PSNIH2,0.013513513513513514,CRC
Pantoea_stewartii,0.013513513513513514,CRC
Papillibacter_cinnamivorans,0.1891891891891892,CRC
Parabacteroides_chartae,0.05405405405405406,CRC
Parabacteroides_distasonis,1.0,CRC
Parabacteroides_goldsteinii,0.972972972972973,CRC
Parabacteroides_johnsonii,1.0,CRC
Parabacteroides_sp_CT06,1.0,CRC
Paraclostridium_bifermentans,0.05405405405405406,CRC
Paraprevotella_xylaniphila,1.0,CRC
Parascardovia_denticolens,0.17567567567567569,CRC
Parasutterella_excrementihominis,0.5405405405405406,CRC
Parolsenella_catena,0.4864864864864865,CRC
Parvimonas_micra,0.8648648648648649,CRC
Pasteurella_bettyae,0.14864864864864866,CRC
Pasteurella_multocida,0.013513513513513514,CRC
Pelomonas_puraquae,0.02702702702702703,CRC
Peptoanaerobacter_stomatis,0.21621621621621623,CRC
Peptococcus_niger,0.02702702702702703,CRC
Peptoniphilus_asaccharolyticus,0.4189189189189189,CRC
Peptoniphilus_coxii,0.05405405405405406,CRC
Peptoniphilus_duerdenii,0.22972972972972974,CRC
Peptoniphilus_grossensis,0.0945945945945946,CRC
Peptoniphilus_harei,0.08108108108108109,CRC
Peptoniphilus_indolicus,0.06756756756756757,CRC
Peptoniphilus_lacrimalis,0.1891891891891892,CRC
Peptoniphilus_obesi,0.02702702702702703,CRC
Peptoniphilus_rhinitidis,0.02702702702702703,CRC
Peptoniphilus_senegalensis,0.17567567567567569,CRC
Peptoniphilus_sp_ING2-D1G,0.013513513513513514,CRC
Peptoniphilus_timonensis,0.013513513513513514,CRC
Peptoniphilus_urinimassiliensis,0.05405405405405406,CRC
Peptostreptococcaceae_bacterium_oral_taxon_929,0.0945945945945946,CRC
Peptostreptococcus_anaerobius,0.6081081081081081,CRC
Peptostreptococcus_stomatis,0.8108108108108109,CRC
Petrimonas_mucosa,0.35135135135135137,CRC
Phascolarctobacterium_faecium,0.5675675675675675,CRC
Phascolarctobacterium_succinatutens,0.972972972972973,CRC
Phocaeicola_abscessus,0.05405405405405406,CRC
Phocea_massiliensis,0.972972972972973,CRC
Phoenicibacter_congonensis,0.44594594594594594,CRC
Phytobacter_sp_SCO41,0.04054054054054054,CRC
Phytobacter_ursingii,0.013513513513513514,CRC
Pluralibacter_gergoviae,0.06756756756756757,CRC
Pontibacillus_litoralis,0.3108108108108108,CRC
Porphyromonas_asaccharolytica,0.24324324324324326,CRC
Porphyromonas_bennonis,0.12162162162162163,CRC
Porphyromonas_cangingivalis,0.04054054054054054,CRC
Porphyromonas_circumdentaria,0.17567567567567569,CRC
Porphyromonas_crevioricanis,0.1891891891891892,CRC
Porphyromonas_endodontalis,0.2972972972972973,CRC
Porphyromonas_gingivalis,0.25675675675675674,CRC
Porphyromonas_gingivicanis,0.02702702702702703,CRC
Porphyromonas_levii,0.3783783783783784,CRC
Porphyromonas_macacae,0.06756756756756757,CRC
Porphyromonas_somerae,0.5405405405405406,CRC
Prevotella_aff_ruminicola_Tc2-24,0.14864864864864866,CRC
Prevotella_albensis,0.5,CRC
Prevotella_amnii,0.581081081081081,CRC
Prevotella_aurantiaca,0.3783783783783784,CRC
Prevotella_baroniae,0.44594594594594594,CRC
Prevotella_bergensis,0.6081081081081081,CRC
Prevotella_bivia,0.7432432432432432,CRC
Prevotella_brevis,0.22972972972972974,CRC
Prevotella_bryantii,0.4594594594594595,CRC
Prevotella_buccae,0.43243243243243246,CRC
Prevotella_buccalis,0.7432432432432432,CRC
Prevotella_copri,0.918918918918919,CRC
Prevotella_corporis,0.5540540540540541,CRC
Prevotella_dentalis,0.527027027027027,CRC
Prevotella_dentasini,0.3918918918918919,CRC
Prevotella_denticola,0.5135135135135135,CRC
Prevotella_disiens,0.7162162162162162,CRC
Prevotella_enoeca,0.4864864864864865,CRC
Prevotella_falsenii,0.28378378378378377,CRC
Prevotella_fusca,0.5675675675675675,CRC
Prevotella_histicola,0.36486486486486486,CRC
Prevotella_ihumii,0.8243243243243243,CRC
Prevotella_intermedia,0.44594594594594594,CRC
Prevotella_jejuni,0.43243243243243246,CRC
Prevotella_loescheii,0.06756756756756757,CRC
Prevotella_maculosa,0.2972972972972973,CRC
Prevotella_marshii,0.5,CRC
Prevotella_melaninogenica,0.47297297297297297,CRC
Prevotella_micans,0.13513513513513514,CRC
Prevotella_multiformis,0.5,CRC
Prevotella_multisaccharivorax,0.47297297297297297,CRC
Prevotella_nanceiensis,0.5,CRC
Prevotella_nigrescens,0.3918918918918919,CRC
Prevotella_oralis,0.14864864864864866,CRC
Prevotella_oris,0.36486486486486486,CRC
Prevotella_oryzae,0.21621621621621623,CRC
